INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_LOSES GAMES HOME_WINS
8 1 1 100 4 0 9 9
8 1 1 100 3 0 19 19
8 1 1 100 2 0 19 19
8 1 1 100 1 3 27 24
8 1 1 100 0 26 51 25
8 1 1 100 -1 37 44 7
8 1 1 100 -2 36 37 1
8 1 1 100 -3 28 31 3
8 1 1 100 -4 28 28 0
8 1 1 100 -5 13 14 1
8 1 1 100 -6 11 11 0
8 1 1 100 -7 5 5 0
8 1 1 100 -8 3 3 0
8 1 1 100 -9 3 3 0
8 1 1 100 -10 1 1 0
8 1 1 100 -12 2 2 0
8 1 1 100 -13 1 1 0
8 1 1 101 14 0 1 1
8 1 1 101 13 0 1 1
8 1 1 101 11 0 1 1
8 1 1 101 10 0 1 1
8 1 1 101 9 0 4 4
8 1 1 101 8 0 5 5
8 1 1 101 7 0 7 7
8 1 1 101 6 0 8 8
8 1 1 101 5 0 13 13
8 1 1 101 4 0 19 19
8 1 1 101 3 0 18 18
8 1 1 101 2 0 24 24
8 1 1 101 1 5 37 32
8 1 1 101 0 30 52 22
8 1 1 101 -1 47 60 13
8 1 1 101 -2 36 36 0
8 1 1 101 -3 34 34 0
8 1 1 101 -4 23 23 0
8 1 1 101 -5 19 19 0
8 1 1 101 -6 15 15 0
8 1 1 101 -7 9 9 0
8 1 1 101 -8 6 6 0
8 1 1 101 -9 3 3 0
8 1 1 101 -10 4 4 0
8 1 1 101 -11 3 3 0
8 1 1 101 -12 5 5 0
8 1 1 110 12 0 1 1
8 1 1 110 9 0 1 1
8 1 1 110 8 0 2 2
8 1 1 110 7 0 6 6
8 1 1 110 5 0 4 4
8 1 1 110 4 0 8 8
8 1 1 110 3 1 15 14
8 1 1 110 2 1 26 25
8 1 1 110 1 6 28 22
8 1 1 110 0 20 34 14
8 1 1 110 -1 32 32 0
8 1 1 110 -2 26 29 3
8 1 1 110 -3 23 23 0
8 1 1 110 -4 11 11 0
8 1 1 110 -5 11 11 0
8 1 1 110 -6 10 10 0
8 1 1 110 -7 8 8 0
8 1 1 110 -8 2 2 0
8 1 1 110 -9 5 5 0
8 1 1 110 -10 1 1 0
8 1 1 110 -11 2 2 0
8 1 1 110 -12 1 1 0
8 1 1 110 -15 1 1 0
8 1 1 111 9 0 4 4
8 1 1 111 8 0 1 1
8 1 1 111 7 0 7 7
8 1 1 111 6 0 9 9
8 1 1 111 5 0 17 17
8 1 1 111 4 0 15 15
8 1 1 111 3 0 13 13
8 1 1 111 2 3 15 12
8 1 1 111 1 9 27 18
8 1 1 111 0 24 51 27
8 1 1 111 -1 41 43 2
8 1 1 111 -2 29 31 2
8 1 1 111 -3 26 27 1
8 1 1 111 -4 22 23 1
8 1 1 111 -5 19 20 1
8 1 1 111 -6 8 8 0
8 1 1 111 -7 9 9 0
8 1 1 111 -8 6 6 0
8 1 1 111 -9 7 7 0
8 1 1 111 -10 4 4 0
8 1 1 111 -11 3 3 0
8 1 1 111 -12 1 1 0
8 1 1 111 -15 1 1 0
8 1 2 0 21 0 1 1
8 1 2 0 18 0 2 2
8 1 2 0 15 0 2 2
8 1 2 0 14 0 3 3
8 1 2 0 13 0 4 4
8 1 2 0 12 0 5 5
8 1 2 0 11 0 20 20
8 1 2 0 10 0 19 19
8 1 2 0 9 0 35 35
8 1 2 0 8 0 55 55
8 1 2 0 7 0 82 82
8 1 2 0 6 0 121 121
8 1 2 0 5 0 193 193
8 1 2 0 4 0 251 251
8 1 2 0 3 1 319 318
8 1 2 0 2 3 392 389
8 1 2 0 1 9 459 450
8 1 2 0 0 25 493 468
8 1 2 0 -1 364 480 116
8 1 2 0 -2 358 393 35
8 1 2 0 -3 334 342 8
8 1 2 0 -4 251 253 2
8 1 2 0 -5 196 197 1
8 1 2 0 -6 128 128 0
8 1 2 0 -7 90 90 0
8 1 2 0 -8 63 63 0
8 1 2 0 -9 45 45 0
8 1 2 0 -10 29 29 0
8 1 2 0 -11 16 16 0
8 1 2 0 -12 5 5 0
8 1 2 0 -13 7 7 0
8 1 2 0 -14 6 6 0
8 1 2 0 -17 1 1 0
8 1 2 1 19 0 1 1
8 1 2 1 16 0 1 1
8 1 2 1 15 0 1 1
8 1 2 1 14 0 3 3
8 1 2 1 13 0 4 4
8 1 2 1 12 0 6 6
8 1 2 1 11 0 10 10
8 1 2 1 10 0 10 10
8 1 2 1 9 0 15 15
8 1 2 1 8 0 34 34
8 1 2 1 7 0 43 43
8 1 2 1 6 0 53 53
8 1 2 1 5 0 93 93
8 1 2 1 4 0 133 133
8 1 2 1 3 1 172 171
8 1 2 1 2 4 222 218
8 1 2 1 1 20 263 243
8 1 2 1 0 26 248 222
8 1 2 1 -1 166 207 41
8 1 2 1 -2 191 211 20
8 1 2 1 -3 165 170 5
8 1 2 1 -4 168 169 1
8 1 2 1 -5 126 127 1
8 1 2 1 -6 100 101 1
8 1 2 1 -7 47 47 0
8 1 2 1 -8 38 38 0
8 1 2 1 -9 25 25 0
8 1 2 1 -10 18 18 0
8 1 2 1 -11 7 7 0
8 1 2 1 -12 4 4 0
8 1 2 1 -13 5 5 0
8 1 2 1 -14 2 2 0
8 1 2 1 -18 2 2 0
8 1 2 10 11 0 5 5
8 1 2 10 10 0 6 6
8 1 2 10 9 0 9 9
8 1 2 10 8 0 12 12
8 1 2 10 7 0 23 23
8 1 2 10 6 0 23 23
8 1 2 10 5 0 51 51
8 1 2 10 4 0 65 65
8 1 2 10 3 0 75 75
8 1 2 10 2 0 86 86
8 1 2 10 1 10 144 134
8 1 2 10 0 22 135 113
8 1 2 10 -1 130 165 35
8 1 2 10 -2 118 130 12
8 1 2 10 -3 112 116 4
8 1 2 10 -4 102 103 1
8 1 2 10 -5 60 60 0
8 1 2 10 -6 39 39 0
8 1 2 10 -7 32 32 0
8 1 2 10 -8 16 16 0
8 1 2 10 -9 11 11 0
8 1 2 10 -10 8 8 0
8 1 2 10 -11 1 1 0
8 1 2 10 -12 4 4 0
8 1 2 10 -13 2 2 0
8 1 2 10 -14 2 2 0
8 1 2 10 -15 1 1 0
8 1 2 11 13 0 3 3
8 1 2 11 12 0 5 5
8 1 2 11 11 0 5 5
8 1 2 11 10 0 2 2
8 1 2 11 9 0 4 4
8 1 2 11 8 0 11 11
8 1 2 11 7 0 22 22
8 1 2 11 6 0 24 24
8 1 2 11 5 0 52 52
8 1 2 11 4 0 63 63
8 1 2 11 3 1 54 53
8 1 2 11 2 8 103 95
8 1 2 11 1 17 105 88
8 1 2 11 0 34 149 115
8 1 2 11 -1 122 146 24
8 1 2 11 -2 112 126 14
8 1 2 11 -3 80 83 3
8 1 2 11 -4 81 82 1
8 1 2 11 -5 57 57 0
8 1 2 11 -6 50 50 0
8 1 2 11 -7 29 29 0
8 1 2 11 -8 15 15 0
8 1 2 11 -9 12 12 0
8 1 2 11 -10 13 13 0
8 1 2 11 -11 3 3 0
8 1 2 11 -12 2 2 0
8 1 2 11 -13 2 2 0
8 1 2 11 -14 1 1 0
8 1 2 11 -15 1 1 0
8 1 2 11 -16 1 1 0
8 1 2 100 18 0 1 1
8 1 2 100 11 0 2 2
8 1 2 100 9 0 3 3
8 1 2 100 8 0 7 7
8 1 2 100 7 0 9 9
8 1 2 100 6 0 10 10
8 1 2 100 5 0 11 11
8 1 2 100 4 0 20 20
8 1 2 100 3 0 30 30
8 1 2 100 2 0 48 48
8 1 2 100 1 2 70 68
8 1 2 100 0 8 42 34
8 1 2 100 -1 44 53 9
8 1 2 100 -2 67 72 5
8 1 2 100 -3 35 37 2
8 1 2 100 -4 35 36 1
8 1 2 100 -5 29 30 1
8 1 2 100 -6 19 19 0
8 1 2 100 -7 12 12 0
8 1 2 100 -8 10 10 0
8 1 2 100 -9 2 2 0
8 1 2 100 -10 3 3 0
8 1 2 100 -12 2 2 0
8 1 2 100 -13 1 1 0
8 1 2 101 14 0 1 1
8 1 2 101 11 0 2 2
8 1 2 101 10 0 1 1
8 1 2 101 9 0 2 2
8 1 2 101 8 0 8 8
8 1 2 101 7 0 6 6
8 1 2 101 6 0 15 15
8 1 2 101 5 0 19 19
8 1 2 101 4 0 17 17
8 1 2 101 3 0 36 36
8 1 2 101 2 0 45 45
8 1 2 101 1 9 68 59
8 1 2 101 0 23 68 45
8 1 2 101 -1 53 62 9
8 1 2 101 -2 56 59 3
8 1 2 101 -3 26 27 1
8 1 2 101 -4 40 41 1
8 1 2 101 -5 24 24 0
8 1 2 101 -6 30 30 0
8 1 2 101 -7 13 13 0
8 1 2 101 -8 9 9 0
8 1 2 101 -9 3 3 0
8 1 2 101 -10 4 4 0
8 1 2 101 -11 2 2 0
8 1 2 101 -12 3 3 0
8 1 2 110 14 0 1 1
8 1 2 110 12 0 2 2
8 1 2 110 10 0 1 1
8 1 2 110 9 0 3 3
8 1 2 110 8 0 4 4
8 1 2 110 7 0 7 7
8 1 2 110 6 0 3 3
8 1 2 110 5 0 9 9
8 1 2 110 4 0 20 20
8 1 2 110 3 2 24 22
8 1 2 110 2 0 22 22
8 1 2 110 1 3 30 27
8 1 2 110 0 8 44 36
8 1 2 110 -1 27 31 4
8 1 2 110 -2 38 45 7
8 1 2 110 -3 29 29 0
8 1 2 110 -4 18 18 0
8 1 2 110 -5 10 10 0
8 1 2 110 -6 18 18 0
8 1 2 110 -7 12 12 0
8 1 2 110 -8 6 6 0
8 1 2 110 -9 3 3 0
8 1 2 110 -11 2 2 0
8 1 2 110 -12 3 3 0
8 1 2 110 -13 1 1 0
8 1 2 111 13 0 1 1
8 1 2 111 12 0 1 1
8 1 2 111 10 0 1 1
8 1 2 111 9 0 4 4
8 1 2 111 8 0 5 5
8 1 2 111 7 0 7 7
8 1 2 111 6 0 6 6
8 1 2 111 5 0 16 16
8 1 2 111 4 0 21 21
8 1 2 111 3 2 23 21
8 1 2 111 2 3 32 29
8 1 2 111 1 7 43 36
8 1 2 111 0 21 65 44
8 1 2 111 -1 53 59 6
8 1 2 111 -2 50 52 2
8 1 2 111 -3 40 40 0
8 1 2 111 -4 31 31 0
8 1 2 111 -5 26 27 1
8 1 2 111 -6 10 10 0
8 1 2 111 -7 13 13 0
8 1 2 111 -8 7 7 0
8 1 2 111 -9 7 7 0
8 1 2 111 -10 5 5 0
8 1 2 111 -11 1 1 0
8 1 2 111 -15 1 1 0
9 0 0 0 21 0 1 1
9 0 0 0 18 0 3 3
9 0 0 0 16 0 3 3
9 0 0 0 15 0 2 2
9 0 0 0 14 0 7 7
9 0 0 0 13 0 12 12
9 0 0 0 12 0 14 14
9 0 0 0 11 0 30 30
9 0 0 0 10 0 32 32
9 0 0 0 9 0 58 58
9 0 0 0 8 0 82 82
9 0 0 0 7 0 145 145
9 0 0 0 6 0 212 212
9 0 0 0 5 0 320 320
9 0 0 0 4 0 448 448
9 0 0 0 3 0 550 550
9 0 0 0 2 0 698 698
9 0 0 0 1 0 847 847
9 0 0 0 0 0 855 855
9 0 0 0 -1 645 827 182
9 0 0 0 -2 688 759 71
9 0 0 0 -3 549 566 17
9 0 0 0 -4 491 498 7
9 0 0 0 -5 376 378 2
9 0 0 0 -6 282 283 1
9 0 0 0 -7 178 178 0
9 0 0 0 -8 126 126 0
9 0 0 0 -9 83 83 0
9 0 0 0 -10 61 61 0
9 0 0 0 -11 26 26 0
9 0 0 0 -12 15 15 0
9 0 0 0 -13 13 13 0
9 0 0 0 -14 9 9 0
9 0 0 0 -15 2 2 0
9 0 0 0 -16 1 1 0
9 0 0 0 -17 1 1 0
9 0 0 0 -18 2 2 0
9 0 0 1 16 0 2 2
9 0 0 1 14 0 2 2
9 0 0 1 13 0 2 2
9 0 0 1 12 0 1 1
9 0 0 1 11 0 13 13
9 0 0 1 10 0 10 10
9 0 0 1 9 0 14 14
9 0 0 1 8 0 15 15
9 0 0 1 7 0 37 37
9 0 0 1 6 0 54 54
9 0 0 1 5 0 87 87
9 0 0 1 4 0 106 106
9 0 0 1 3 0 142 142
9 0 0 1 2 0 164 164
9 0 0 1 1 0 197 197
9 0 0 1 0 0 203 203
9 0 0 1 -1 112 181 69
9 0 0 1 -2 156 190 34
9 0 0 1 -3 121 130 9
9 0 0 1 -4 109 113 4
9 0 0 1 -5 76 77 1
9 0 0 1 -6 72 72 0
9 0 0 1 -7 38 38 0
9 0 0 1 -8 24 24 0
9 0 0 1 -9 15 15 0
9 0 0 1 -10 11 11 0
9 0 0 1 -11 7 7 0
9 0 0 1 -12 2 2 0
9 0 0 1 -13 5 5 0
9 0 0 1 -14 2 2 0
9 0 0 1 -15 1 1 0
9 0 0 1 -17 1 1 0
9 0 0 1 -18 1 1 0
9 0 0 10 15 0 1 1
9 0 0 10 14 0 2 2
9 0 0 10 13 0 1 1
9 0 0 10 12 0 1 1
9 0 0 10 11 0 2 2
9 0 0 10 10 0 1 1
9 0 0 10 9 0 6 6
9 0 0 10 8 0 10 10
9 0 0 10 7 0 11 11
9 0 0 10 6 0 25 25
9 0 0 10 5 0 16 16
9 0 0 10 4 0 60 60
9 0 0 10 3 0 48 48
9 0 0 10 2 0 32 32
9 0 0 10 1 0 54 54
9 0 0 10 0 0 52 52
9 0 0 10 -1 19 47 28
9 0 0 10 -2 24 33 9
9 0 0 10 -3 32 34 2
9 0 0 10 -4 24 25 1
9 0 0 10 -5 16 16 0
9 0 0 10 -6 20 20 0
9 0 0 10 -7 10 10 0
9 0 0 10 -8 9 9 0
9 0 0 10 -9 4 4 0
9 0 0 10 -10 2 2 0
9 0 0 10 -11 2 2 0
9 0 0 10 -13 3 3 0
9 0 0 10 -14 2 2 0
9 0 0 10 -17 1 1 0
9 0 0 11 14 0 2 2
9 0 0 11 13 0 1 1
9 0 0 11 11 0 2 2
9 0 0 11 10 0 4 4
9 0 0 11 9 0 8 8
9 0 0 11 8 0 8 8
9 0 0 11 7 0 8 8
9 0 0 11 6 0 19 19
9 0 0 11 5 0 33 33
9 0 0 11 4 0 29 29
9 0 0 11 3 0 31 31
9 0 0 11 2 0 43 43
9 0 0 11 1 0 37 37
9 0 0 11 0 0 29 29
9 0 0 11 -1 18 40 22
9 0 0 11 -2 26 40 14
9 0 0 11 -3 22 24 2
9 0 0 11 -4 22 25 3
9 0 0 11 -5 18 18 0
9 0 0 11 -6 15 15 0
9 0 0 11 -7 10 10 0
9 0 0 11 -8 3 3 0
9 0 0 11 -9 1 1 0
9 0 0 11 -10 3 3 0
9 0 0 11 -11 2 2 0
9 0 0 11 -12 1 1 0
9 0 0 11 -15 1 1 0
9 0 0 100 10 0 1 1
9 0 0 100 8 0 1 1
9 0 0 100 7 0 2 2
9 0 0 100 6 0 3 3
9 0 0 100 5 0 7 7
9 0 0 100 4 0 10 10
9 0 0 100 3 0 10 10
9 0 0 100 2 0 12 12
9 0 0 100 1 0 4 4
9 0 0 100 0 0 13 13
9 0 0 100 -1 3 5 2
9 0 0 100 -2 2 2 0
9 0 0 100 -3 2 2 0
9 0 0 100 -4 4 4 0
9 0 0 100 -5 1 1 0
9 0 0 100 -6 3 3 0
9 0 0 100 -7 1 1 0
9 0 0 100 -9 1 1 0
9 0 0 100 -10 1 1 0
9 0 0 101 9 0 2 2
9 0 0 101 8 0 2 2
9 0 0 101 7 0 4 4
9 0 0 101 6 0 7 7
9 0 0 101 5 0 6 6
9 0 0 101 4 0 16 16
9 0 0 101 3 0 13 13
9 0 0 101 2 0 13 13
9 0 0 101 1 0 12 12
9 0 0 101 0 0 12 12
9 0 0 101 -1 4 12 8
9 0 0 101 -2 3 6 3
9 0 0 101 -3 6 10 4
9 0 0 101 -4 9 9 0
9 0 0 101 -5 2 3 1
9 0 0 101 -6 5 5 0
9 0 0 101 -7 3 3 0
9 0 0 101 -8 3 3 0
9 0 0 101 -9 1 1 0
9 0 0 101 -13 1 1 0
9 0 0 101 -17 1 1 0
9 0 0 110 9 0 2 2
9 0 0 110 8 0 1 1
9 0 0 110 7 0 2 2
9 0 0 110 6 0 2 2
9 0 0 110 5 0 4 4
9 0 0 110 4 0 7 7
9 0 0 110 3 0 10 10
9 0 0 110 2 0 13 13
9 0 0 110 1 0 8 8
9 0 0 110 0 0 4 4
9 0 0 110 -1 0 7 7
9 0 0 110 -2 2 6 4
9 0 0 110 -3 2 3 1
9 0 0 110 -4 9 9 0
9 0 0 110 -5 6 6 0
9 0 0 110 -6 2 2 0
9 0 0 110 -7 1 1 0
9 0 0 110 -9 1 1 0
9 0 0 110 -10 1 1 0
9 0 0 110 -13 1 1 0
9 0 0 111 10 0 1 1
9 0 0 111 9 0 3 3
9 0 0 111 8 0 2 2
9 0 0 111 7 0 3 3
9 0 0 111 6 0 4 4
9 0 0 111 5 0 6 6
9 0 0 111 4 0 4 4
9 0 0 111 3 0 9 9
9 0 0 111 2 0 14 14
9 0 0 111 1 0 10 10
9 0 0 111 0 0 8 8
9 0 0 111 -1 1 9 8
9 0 0 111 -2 5 8 3
9 0 0 111 -3 2 2 0
9 0 0 111 -4 6 6 0
9 0 0 111 -5 2 2 0
9 0 0 111 -6 1 1 0
9 0 0 111 -7 3 3 0
9 0 0 111 -8 1 1 0
9 0 0 111 -9 1 1 0
9 0 0 111 -13 1 1 0
9 0 1 0 21 0 1 1
9 0 1 0 18 0 3 3
9 0 1 0 16 0 1 1
9 0 1 0 15 0 4 4
9 0 1 0 14 0 4 4
9 0 1 0 13 0 11 11
9 0 1 0 12 0 14 14
9 0 1 0 11 0 19 19
9 0 1 0 10 0 24 24
9 0 1 0 9 0 45 45
9 0 1 0 8 0 64 64
9 0 1 0 7 0 110 110
9 0 1 0 6 0 147 147
9 0 1 0 5 0 229 229
9 0 1 0 4 0 333 333
9 0 1 0 3 0 391 391
9 0 1 0 2 0 535 535
9 0 1 0 1 0 641 641
9 0 1 0 0 0 622 622
9 0 1 0 -1 536 618 82
9 0 1 0 -2 522 550 28
9 0 1 0 -3 415 420 5
9 0 1 0 -4 358 360 2
9 0 1 0 -5 284 285 1
9 0 1 0 -6 189 190 1
9 0 1 0 -7 131 131 0
9 0 1 0 -8 98 98 0
9 0 1 0 -9 65 65 0
9 0 1 0 -10 46 46 0
9 0 1 0 -11 17 17 0
9 0 1 0 -12 12 12 0
9 0 1 0 -13 6 6 0
9 0 1 0 -14 5 5 0
9 0 1 0 -15 1 1 0
9 0 1 0 -16 1 1 0
9 0 1 0 -18 1 1 0
9 0 1 1 18 0 2 2
9 0 1 1 15 0 1 1
9 0 1 1 13 0 2 2
9 0 1 1 12 0 7 7
9 0 1 1 11 0 11 11
9 0 1 1 10 0 11 11
9 0 1 1 9 0 20 20
9 0 1 1 8 0 33 33
9 0 1 1 7 0 50 50
9 0 1 1 6 0 64 64
9 0 1 1 5 0 102 102
9 0 1 1 4 0 127 127
9 0 1 1 3 0 165 165
9 0 1 1 2 0 188 188
9 0 1 1 1 0 233 233
9 0 1 1 0 0 206 206
9 0 1 1 -1 183 233 50
9 0 1 1 -2 207 231 24
9 0 1 1 -3 163 168 5
9 0 1 1 -4 140 144 4
9 0 1 1 -5 104 105 1
9 0 1 1 -6 79 79 0
9 0 1 1 -7 49 49 0
9 0 1 1 -8 44 44 0
9 0 1 1 -9 25 25 0
9 0 1 1 -10 13 13 0
9 0 1 1 -11 6 6 0
9 0 1 1 -12 5 5 0
9 0 1 1 -13 3 3 0
9 0 1 1 -14 3 3 0
9 0 1 1 -16 2 2 0
9 0 1 1 -17 1 1 0
9 0 1 10 15 0 2 2
9 0 1 10 14 0 2 2
9 0 1 10 13 0 3 3
9 0 1 10 11 0 8 8
9 0 1 10 10 0 7 7
9 0 1 10 9 0 10 10
9 0 1 10 8 0 11 11
9 0 1 10 7 0 23 23
9 0 1 10 6 0 39 39
9 0 1 10 5 0 36 36
9 0 1 10 4 0 81 81
9 0 1 10 3 0 85 85
9 0 1 10 2 0 104 104
9 0 1 10 1 0 122 122
9 0 1 10 0 0 136 136
9 0 1 10 -1 48 76 28
9 0 1 10 -2 63 74 11
9 0 1 10 -3 56 58 2
9 0 1 10 -4 44 45 1
9 0 1 10 -5 37 37 0
9 0 1 10 -6 27 27 0
9 0 1 10 -7 17 17 0
9 0 1 10 -8 17 17 0
9 0 1 10 -9 6 6 0
9 0 1 10 -10 6 6 0
9 0 1 10 -11 4 4 0
9 0 1 10 -13 3 3 0
9 0 1 10 -14 1 1 0
9 0 1 10 -15 1 1 0
9 0 1 11 18 0 2 2
9 0 1 11 16 0 1 1
9 0 1 11 14 0 1 1
9 0 1 11 12 0 2 2
9 0 1 11 11 0 5 5
9 0 1 11 10 0 6 6
9 0 1 11 9 0 14 14
9 0 1 11 8 0 11 11
9 0 1 11 7 0 21 21
9 0 1 11 6 0 36 36
9 0 1 11 5 0 46 46
9 0 1 11 4 0 56 56
9 0 1 11 3 0 58 58
9 0 1 11 2 0 75 75
9 0 1 11 1 0 86 86
9 0 1 11 0 0 71 71
9 0 1 11 -1 36 63 27
9 0 1 11 -2 68 86 18
9 0 1 11 -3 52 57 5
9 0 1 11 -4 30 33 3
9 0 1 11 -5 33 33 0
9 0 1 11 -6 17 17 0
9 0 1 11 -7 19 19 0
9 0 1 11 -8 15 15 0
9 0 1 11 -9 6 6 0
9 0 1 11 -10 3 3 0
9 0 1 11 -11 3 3 0
9 0 1 11 -12 2 2 0
9 0 1 11 -13 1 1 0
9 0 1 11 -16 1 1 0
9 0 1 11 -17 1 1 0
9 0 1 100 15 0 1 1
9 0 1 100 12 0 1 1
9 0 1 100 10 0 2 2
9 0 1 100 9 0 1 1
9 0 1 100 8 0 3 3
9 0 1 100 7 0 7 7
9 0 1 100 6 0 12 12
9 0 1 100 5 0 10 10
9 0 1 100 4 0 26 26
9 0 1 100 3 0 30 30
9 0 1 100 2 0 28 28
9 0 1 100 1 0 43 43
9 0 1 100 0 0 39 39
9 0 1 100 -1 14 29 15
9 0 1 100 -2 15 19 4
9 0 1 100 -3 17 18 1
9 0 1 100 -4 13 13 0
9 0 1 100 -5 15 15 0
9 0 1 100 -6 9 9 0
9 0 1 100 -7 3 3 0
9 0 1 100 -8 2 2 0
9 0 1 100 -9 1 1 0
9 0 1 100 -10 1 1 0
9 0 1 100 -11 1 1 0
9 0 1 100 -13 1 1 0
9 0 1 101 15 0 1 1
9 0 1 101 13 0 1 1
9 0 1 101 12 0 1 1
9 0 1 101 11 0 3 3
9 0 1 101 10 0 2 2
9 0 1 101 9 0 5 5
9 0 1 101 8 0 3 3
9 0 1 101 7 0 5 5
9 0 1 101 6 0 14 14
9 0 1 101 5 0 16 16
9 0 1 101 4 0 31 31
9 0 1 101 3 0 35 35
9 0 1 101 2 0 49 49
9 0 1 101 1 0 39 39
9 0 1 101 0 0 32 32
9 0 1 101 -1 18 36 18
9 0 1 101 -2 21 27 6
9 0 1 101 -3 10 13 3
9 0 1 101 -4 10 11 1
9 0 1 101 -5 9 9 0
9 0 1 101 -6 9 9 0
9 0 1 101 -7 7 7 0
9 0 1 101 -8 2 2 0
9 0 1 101 -9 1 1 0
9 0 1 101 -10 4 4 0
9 0 1 110 13 0 1 1
9 0 1 110 12 0 2 2
9 0 1 110 11 0 2 2
9 0 1 110 9 0 4 4
9 0 1 110 8 0 8 8
9 0 1 110 7 0 4 4
9 0 1 110 6 0 11 11
9 0 1 110 5 0 16 16
9 0 1 110 4 0 26 26
9 0 1 110 3 0 29 29
9 0 1 110 2 0 28 28
9 0 1 110 1 0 26 26
9 0 1 110 0 0 27 27
9 0 1 110 -1 15 31 16
9 0 1 110 -2 15 21 6
9 0 1 110 -3 5 7 2
9 0 1 110 -4 9 11 2
9 0 1 110 -5 8 9 1
9 0 1 110 -6 6 6 0
9 0 1 110 -7 3 3 0
9 0 1 110 -9 1 1 0
9 0 1 110 -10 1 1 0
9 0 1 111 16 0 1 1
9 0 1 111 11 0 1 1
9 0 1 111 10 0 2 2
9 0 1 111 9 0 4 4
9 0 1 111 8 0 1 1
9 0 1 111 7 0 3 3
9 0 1 111 6 0 9 9
9 0 1 111 5 0 13 13
9 0 1 111 4 0 29 29
9 0 1 111 3 0 29 29
9 0 1 111 2 0 28 28
9 0 1 111 1 0 34 34
9 0 1 111 0 0 31 31
9 0 1 111 -1 11 27 16
9 0 1 111 -2 12 20 8
9 0 1 111 -3 10 13 3
9 0 1 111 -4 10 13 3
9 0 1 111 -5 13 13 0
9 0 1 111 -6 11 11 0
9 0 1 111 -7 9 9 0
9 0 1 111 -8 2 2 0
9 0 1 111 -13 2 2 0
9 0 2 0 21 0 1 1
9 0 2 0 18 0 1 1
9 0 2 0 16 0 3 3
9 0 2 0 15 0 4 4
9 0 2 0 14 0 2 2
9 0 2 0 13 0 10 10
9 0 2 0 12 0 10 10
9 0 2 0 11 0 17 17
9 0 2 0 10 0 16 16
9 0 2 0 9 0 37 37
9 0 2 0 8 0 54 54
9 0 2 0 7 0 92 92
9 0 2 0 6 0 124 124
9 0 2 0 5 0 189 189
9 0 2 0 4 0 274 274
9 0 2 0 3 0 312 312
9 0 2 0 2 0 425 425
9 0 2 0 1 0 507 507
9 0 2 0 0 0 520 520
9 0 2 0 -1 448 479 31
9 0 2 0 -2 426 430 4
9 0 2 0 -3 333 335 2
9 0 2 0 -4 285 285 0
9 0 2 0 -5 213 213 0
9 0 2 0 -6 153 153 0
9 0 2 0 -7 100 100 0
9 0 2 0 -8 66 66 0
9 0 2 0 -9 45 45 0
9 0 2 0 -10 38 38 0
9 0 2 0 -11 12 12 0
9 0 2 0 -12 10 10 0
9 0 2 0 -13 5 5 0
9 0 2 0 -14 4 4 0
9 0 2 0 -18 1 1 0
9 0 2 1 16 0 2 2
9 0 2 1 15 0 4 4
9 0 2 1 14 0 1 1
9 0 2 1 13 0 4 4
9 0 2 1 12 0 7 7
9 0 2 1 11 0 14 14
9 0 2 1 10 0 16 16
9 0 2 1 9 0 25 25
9 0 2 1 8 0 39 39
9 0 2 1 7 0 64 64
9 0 2 1 6 0 65 65
9 0 2 1 5 0 109 109
9 0 2 1 4 0 148 148
9 0 2 1 3 0 167 167
9 0 2 1 2 0 191 191
9 0 2 1 1 0 243 243
9 0 2 1 0 0 225 225
9 0 2 1 -1 241 265 24
9 0 2 1 -2 210 224 14
9 0 2 1 -3 176 178 2
9 0 2 1 -4 146 147 1
9 0 2 1 -5 107 107 0
9 0 2 1 -6 88 88 0
9 0 2 1 -7 55 55 0
9 0 2 1 -8 33 33 0
9 0 2 1 -9 26 26 0
9 0 2 1 -10 15 15 0
9 0 2 1 -11 4 4 0
9 0 2 1 -12 5 5 0
9 0 2 1 -13 1 1 0
9 0 2 1 -14 6 6 0
9 0 2 1 -16 1 1 0
9 0 2 10 15 0 1 1
9 0 2 10 13 0 5 5
9 0 2 10 12 0 2 2
9 0 2 10 11 0 7 7
9 0 2 10 10 0 10 10
9 0 2 10 9 0 12 12
9 0 2 10 8 0 10 10
9 0 2 10 7 0 31 31
9 0 2 10 6 0 37 37
9 0 2 10 5 0 44 44
9 0 2 10 4 0 90 90
9 0 2 10 3 0 104 104
9 0 2 10 2 0 100 100
9 0 2 10 1 0 144 144
9 0 2 10 0 0 154 154
9 0 2 10 -1 96 113 17
9 0 2 10 -2 157 168 11
9 0 2 10 -3 157 158 1
9 0 2 10 -4 115 115 0
9 0 2 10 -5 86 86 0
9 0 2 10 -6 54 54 0
9 0 2 10 -7 31 31 0
9 0 2 10 -8 25 25 0
9 0 2 10 -9 11 11 0
9 0 2 10 -10 7 7 0
9 0 2 10 -11 5 5 0
9 0 2 10 -12 1 1 0
9 0 2 10 -13 3 3 0
9 0 2 10 -15 1 1 0
9 0 2 11 18 0 1 1
9 0 2 11 15 0 1 1
9 0 2 11 14 0 1 1
9 0 2 11 13 0 2 2
9 0 2 11 12 0 4 4
9 0 2 11 11 0 7 7
9 0 2 11 10 0 13 13
9 0 2 11 9 0 15 15
9 0 2 11 8 0 20 20
9 0 2 11 7 0 28 28
